video_id,comment
BWjSXP03aYs,Haaaaaaaaaaaaaaaaa ~
BWjSXP03aYs,Seperti melihat wajah Bhinneka Tunggal Ika ya😊
BWjSXP03aYs,Finallyyy ktm jg
BWjSXP03aYs,"Kebenaran ada di mana-mana, termasuk di tempat-tempat yang tidak kita suka."
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=2940"">49:00</a>saya kangen baghdad di dalam dongeng. kota impian saya masa kecil"
BWjSXP03aYs,Pertanyaan &quot;mengapa&quot; bisa membuka cara pandang baru untuk bisa saling memahami
BWjSXP03aYs,"harvey Moeis putusan PT / Bandingnya naik ya, jadi 20 Tahun, FYI"
BWjSXP03aYs,Undang jg ustad Muhammad Nuruddin dong keknya seru ini orang&#39; yang berbasis logika dalam beragama. Sama Pak Fahruddin Faiz jg kereen prespektif agama dalam filsafat
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=3115"">51:55</a> itulah yang sekarang dilakukan ormas islam mayoritas you know lah"
BWjSXP03aYs,2024 indonesia masuk lagi umat islam terbanyak dunia<br>sebelumnya nomer 2 setelah Pakistan <br>dan tahun 2024 indonesia masuk lagi
BWjSXP03aYs,Terasa smpe sini canggungnya
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=1464"">24:24</a> kayaknya udh di lakukan. Di pajak ga sih. 🤐. Kok ada mirip. Soalnya kalau laporan pendapatan &lt; aset baru. Nanti disamperin orang pajak 🤐<br><br><a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=1690"">28:10</a> pertanyaan semua orang nonis 😂"
BWjSXP03aYs,Coki otak aing ngebull
BWjSXP03aYs,"Gw sih dr dulu memandang pemikiran Ko Felix semenarik pemikiran Coki &amp; Ferry, gak ada anggapan klo beliau radikal atau apalah yg disematkan kpd beliau oleh kelompok2 yg kontra dg kelompok beliau. Nyatanya juga ternyata kelompok2 yg ada apapun itu namanya ttp aja radikal dg pemikirannya masing2.<br>Klo gw sih di channel apapun ada Ko Felix &amp; Coki pasti gw tonton sampe abis bahkan berulang2."
BWjSXP03aYs,Coki mode sopan 😄😄😄😄
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=2390"">39:50</a> good question from coki"
BWjSXP03aYs,"Cuma <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=5177"">1:26:17</a> dtk doang? Antum meremehkan kuota internet unlimited spesial ramadhan ane?"
BWjSXP03aYs,"Dari awal aja elu udah salah felix, &quot;freedom of thinking&quot; yang dianut oleh negara Barat itu adalah kebebasan berpikir selama kebebasan seseorang tidak membahayakan/mengancam/merebut kebebasan orang lain. Lah Radikalisme gimana ??? Sangat jelas radikalisme itu kebebasan pemikiran yang membahayakan kebebasan orang lainnya, jangankan itu , malah sangat mengancam kebebasan HIDUP orang lain (nyawa). Contoh : elu liat aja negara timur tengah yang berkonflik , semua berakar dari RADIKALISME ISLAM (tau kan agama mayoritas di negara RADIKAL di Timur Tengah itu agama apa ?? )"
BWjSXP03aYs,"Mending lu belajar lagi deh, pengetahuan lu tentang islam cetek soalnya 😂"
BWjSXP03aYs,Kira kira ust felix bisa buka pola pikir firdaus yg punya gunung ga ya? biar ga makin kejauhan😂
BWjSXP03aYs,"Org indonesia itu terlalu banyak option, puluhan tahun pejabat pada korup juga masih di tolelir.."
BWjSXP03aYs,Undang Bu Neneng Rosdiyana 😅
BWjSXP03aYs,Intinya ajaran agama yg baik ya kita bisa nilai sendiri.. Jdi klo tidak mengerti agama yg lain tidak usah membahas dan asal koar aja😎😎jgn mencari sesuap nasi dgn menjelekkan agama laen. Lakum dinukum waliyadin aja.
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=3484"">58:04</a> hhe😂"
BWjSXP03aYs,potensi ustad felix terbuka lebar disini
BWjSXP03aYs,gila komennya centang semua
BWjSXP03aYs,"Sepertinya Indonesia Emas itu akan tercapai, tapi bukan oleh Goverment.. para Yonkou inilah yang akan memandunya,"
BWjSXP03aYs,"&quot;ngejar&quot; ust. Felix ke berbagai podcast, tp tetep enak denger &quot;ceramah&quot;nya"
BWjSXP03aYs,"untuk branding yang dikira ustad radikal , justru cara omongnya pengetahuannya bahkan pemikirannya masih lebih berbahaya si miftah dan kawan2 wkwk"
BWjSXP03aYs,Youtube Ramadhanku tahun ini penuh dengan ust Felix
BWjSXP03aYs,argumen coki sama kyk abu janda anjir
BWjSXP03aYs,Kita Ndak menolak pemikiran..tapi menolak orang yang menggunakan islam untuk tujuan politik..arabian cult/ salafism/ wahabism itu bukan mengajarkan islam tapi pergerakan politik dengan cara meracuni teologi islam dengan tafkiri ideology dengan tujuan menghancurkan oposisi mereka ...bahaya untuk inklusivitas masyarakat Indonesia
BWjSXP03aYs,"Yg bikin UFS dl ga gw suka adalah mungkin isu HTI nya.. Tapi sekarang dia adalah salah satu tokoh agama yg bikin pemikiran terbuka. Barokallahu fiikum Ustadz <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=3392"">56:32</a> <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=3394"">56:34</a> <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=3396"">56:36</a>"
BWjSXP03aYs,Keren penyampaian ustd felix
BWjSXP03aYs,Keren keren kereeeeeeen 🔥🔥🔥🔥
BWjSXP03aYs,candu banget kalau udztad felix bilang “aku” adem bgt dengarnya
BWjSXP03aYs,Coki di tunggu di yuk ngaji😂
BWjSXP03aYs,"pas liat podcast ini jadi ke inget masa sidang skripsi <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/b8IfY7zOK9iVkNAP_I2A-AY""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>"
BWjSXP03aYs,HTI = PKI itu pernyataan abu janda pas debat sama ust felix di indonesia lawyers club
BWjSXP03aYs,Mantab Ustadz
BWjSXP03aYs,"Solusinya : tauhid dulu, tauhid lagi, tauhid selamannya"
BWjSXP03aYs,"Tambah lagi diskusinya, bahas Sistem yg Utopis ini, gimana cara realisasinya , dan gimana okenya Sistem Islam ini . bahas lebih dalam donk kakak"
BWjSXP03aYs,"Ferry liat coki sambil senyum2 ketika coki nanya ke ustad hahaha, dia paham coki gimana dan kekhawatieannya 😂"
BWjSXP03aYs,Tontonan favorit gue hanya ustd felix. Dimana aja tetap nyimak❤
BWjSXP03aYs,2025 cari takji NO<br>2025 cari uztad felix YES
BWjSXP03aYs,"Saking ngerinya ust felix, coki sampe menahan diri gak berani becanda nyeleneh seperti biasa"
BWjSXP03aYs,Saya tantang Malaka mengundang Mas Sabrang. 😁
BWjSXP03aYs,"Syariat Islam? Mau ke Sistem negara? Hahaha lucu, Negara Timur Tengah si Paling Damai Pake Syariat Islam.  Sedangkan Negara kyk Norwegia, Finland, Skandinavia sana gk pake tu sistem negara ke Syariat2 tapi bisa hidup Damai , Rakyat sejahtera, tolong Bapak Felix yg terhormat dibedakan mana sistem pemerintahan dan sistem beragama, jangan di campur adukkan, nanti agama bisa jadi alat politik. Jadi dah kyk Timur Tengah si Paling damai. Suruh nyebutin contoh aja gk ada. Hadeh... Gimana logika berfikirnya"
BWjSXP03aYs,"Sejak kapan timteng saat ini nerapin syariat Islam? Kocak😂. Belum ada saat ini yang menerapkan Islam secara kaffah, tonton lagi pak <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=1762"">29:22</a> dengerin dengan seksama dan keseluruhan."
BWjSXP03aYs,​@@rissaaapriliaLu nyimak gk keinginan dia si Felix apa? Dungu kah ?
BWjSXP03aYs,"Kocak oten otak kosong.. terakhir khilafah ada itu ottoman.. sekarang ga ada lagi, di negara arab sekalipun. Paling cuma hukum2 nya aja berdasarkan syariat bukan sistem pemerintahan secara keseluruhan 😂"
BWjSXP03aYs,Di dengerin g sih bang 😂
BWjSXP03aYs,"7 kata pada sila pertama dihilangkan mungkin juga oleh orang-orang Muslim yang berpikiran Liberal, sama Seperti Ide Penggunaan Kata ALLAH sebagai tuhannya Saudara Kita Kresten berawal juga dari Seorang Muslim yang Mungkin Berpikiran Liberal juga di Pulau buruh Provinsi Maluku."
BWjSXP03aYs,"Bahasa host nya seakan2 menjelaskan kalau dia og cerdas dan pintar. Pdhl di imdonesia yg dibutuhkan org jujur. Terlalu banyak org pintar di imdonedia, sampai2 sering minter2in aturan dan uang negara."
BWjSXP03aYs,"Memang untuk hidup ber dampingan,syarat awalnya adalah merobohkan jarak itu sendiri.. baik itu ego atau apapun.."
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=1696"">28:16</a> langsung pancung? parah nih untuk orang yang punya pengetahuan luas. hehehehe. sebaiknya lihatlah bagaimana Aceh yang mempraktikkan syariah dengan implementasi pidana dalam perspektif Islam di zaman now. gak ada orang yang dipancung di Aceh. contoh pelaku LGBT saja dihukum cambuk dan itupun tidak ada yang mati. setelah pelaku LGBT nya kesakitan di cambuk dan minta ampun, cambuk terhadap mereka dihentikan. terkait pancung, sebaiknya coki memperhatikan bagaimana pelaku LGBT di Indonesia dan prilaku kriminal lainnya yang melakukan mutilasi pada korbannya. mereka bukan hanya memancung tapi memotong-motong seluruh tubuh korbannya."
BWjSXP03aYs,Undang sabrang bahas sistem kredit dan aplikasi syimbolic
BWjSXP03aYs,Mantep bnget 🤟🏻
BWjSXP03aYs,2014 ini jokowi dan pdip kan? oalah pantes
BWjSXP03aYs,"Kelazzz, boleh boleh, mau juga si coki, luar biasaa. Mantap tim Malaka 🤣😭"
BWjSXP03aYs,"Tiap kali buka youtube, langsung search UFS, ada di podcast mana lagi nih UFS 😅. Gacor bgt ramadhan ini....😊"
BWjSXP03aYs,"Ini sih bukan podcast, tapi Ngaji Peradaban 😊👍🏻"
BWjSXP03aYs,Coki😆😆😆
BWjSXP03aYs,coki kan bermasalahnya sama ustad yg tersesat oh tersesat.. cuuaaakkszzz!
BWjSXP03aYs,thesis vs antithesis = sintesis
BWjSXP03aYs,banyak ketawanya ketawa mode karir hahahah<br>heheheh
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=4130"">1:08:50</a> ini Coki keren banget...."
BWjSXP03aYs,"Gw nonton Koh Felix sana sini, mdh²n IQ ku yg rada² ini bs naik lah"
BWjSXP03aYs,Coki tinggal ketemu Habib Rizieq nih bakal mantep dah
BWjSXP03aYs,"Mantap dan gak di VIP, auto kenyang pemikiran"
BWjSXP03aYs,Seneng bangeeet mereka kumpul! Seru!
BWjSXP03aYs,Luar biasa kalo ustd itu ngebahas kebanyakan  bab wudhu dan ngurusin jenazah  tapi dari ustd felix ini saya mendapatkan gambaran islam secara menyeluruh
BWjSXP03aYs,Ketemu comi udah tinggal ditunggu ketemu habib jafar
BWjSXP03aYs,Kayaknya seru sih. Klo DPT pemilu datanya diganti dengan NPWP😂😂😂
BWjSXP03aYs,pucet amat bang gradingnya
BWjSXP03aYs,"Orang dengan nalar rendah akan selalu mengkotak kotakan orang lain dengan simbol simbol yang bisa dipahami dirinya dengan mudah, dan juga suka menghakimi ide ide padahal yang boleh dihakimi itu tindakan , berdiskusi ide dan gagasan dengan pikiran terbuka dan tidak emosional memang sulit di indonesia, objektiflah dalam berpikir dan menilai."
BWjSXP03aYs,<b>syukur Alhamdulillah Ya Alloh . .</b>
BWjSXP03aYs,The light and the darkness
BWjSXP03aYs,Ini 30% mungkin yang nonton int3l  nih✨✨
BWjSXP03aYs,"Coki = penerjemah Bbk. Dan Ferry penerjemah yg baik dr pemikiran paman coki. Sudah belajar paman, cara pemikirannya sprti gw kenal."
BWjSXP03aYs,Ini hot bgt inih 🔥🔥💥💥🔥
BWjSXP03aYs,SEMOGA DIAN SASTRO GAK NONTON YA 😊
BWjSXP03aYs,Adu pemikiran ini
BWjSXP03aYs,"yang saya lihat mereka uda punya persepsi masing2 tentang apapun yang diobrolkan, jd pertanyaan-pertanyaan yang keluar hanya sekedar untuk mengetahui opini lwn bicara tanpa niat untuk memperkaya opini sendiri"
BWjSXP03aYs,"aku bersyukur coki pernah jadi timses gibran, kalo nggak, mungkin udah saya kultuskan :P :P"
BWjSXP03aYs,next undang habib riziq
BWjSXP03aYs,"kita beban nih dari kecil masalahnya, J: oh ga gitu maksudnya. Ya kita ga pinter berkata kata, yang penting saya ISLAM walaupun cuma remah remahnya."
BWjSXP03aYs,"Nambahin, menurutku klo hukum islam diterapkan, orang orang ga fokus lagi pada uang karena sudah mudah didapatkan, jadi orang fokusnya ke manfaat"
BWjSXP03aYs,waktunya kurang lama bang
BWjSXP03aYs,Tretan + coki ft ustadz Felix full damage
BWjSXP03aYs,Gua bru enggeh sicoki laganya sok pintar sllu mmnghindar bareng dispodcast ust felix ternyata klo satu frame dia jelas bnget tolol nya pengetahuannya Dan isi otaknya hahahah pantes Saja dia memilih eties karena orng berfikir Itu pasti beragama😅 dia tuh klop nya sma indah G sih sama levelnya
BWjSXP03aYs,"jujur suka banget coki pardede disini. walaupun kayaknya lebih diem daripada di podcast yg lain. <br>sempet penasaran kira2 apa yang bakal dibahas si coki kalo sama ust Felix, karena dia selalu bangga dengan ke atheis an nya. <br>tapi disini ternyata banyak yang bisa dibahas. walaupun serius, harus mikir banget nontonnya, tapi sejam setengah gak berasa menurutku<br>NICE!"
BWjSXP03aYs,Goks
BWjSXP03aYs,"Kalo sistem itu dianggap sebagai lawan yg imbang, sistem itu hanya berlaku dengan latar belakang budaya yg sama. Ya itu, kalo ga sama latar belakang budayanya ya wajar kalo gajalan."
BWjSXP03aYs,Next ustadz ketemu nakama yang lain UUS
BWjSXP03aYs,utd felix ada dimana mana gw ikutin terossss hehe
BWjSXP03aYs,Tontonan yang keren Banget... Banget... Bangeet 👍👍👍 Ust. Felix. Kolaborasi Coki and Feri
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=196"">3:16</a> <b>wkwkwkwkwkwk</b> masing-masing individu akan radikal terhadap pandangan duniannya sendiri XD"
BWjSXP03aYs,Undang bossman mardigu
BWjSXP03aYs,"ustad terus ajg, dikira agama cuma 1 di dunia ini, kirain channel orang pinter wkwkwk"
BWjSXP03aYs,Channel ini bintang tamunya variatif kok dituduh mengundang ustadz terus?
BWjSXP03aYs,"Ust felix yg ditanya, aku yg degdegan 😅"
BWjSXP03aYs,Gw kesini karena Ustadz felix bukan karena Si coki
BWjSXP03aYs,Dzulumat bertemu Jibril xixixi
BWjSXP03aYs,Agak melunak si coki ktemu ust felix😂
BWjSXP03aYs,Pemerintah takut agama
BWjSXP03aYs,"Di otak gw kpan ni 2org ini bisa ktemu,ternyata e ternyata,pas buka youtube langsung di urutan paling atas,cus langsung nonton😊 chuakks"
BWjSXP03aYs,"lanjut lagi dong diskusinya, gali lebih dalem."
BWjSXP03aYs,we got felix siauw with coki before gta 6
BWjSXP03aYs,Tema yg diharapkan obrolan ustadz felix dan coki adalah APAKAH TUHAN ADA ATAU TIDAK.
BWjSXP03aYs,"Barakallah ustdz ,cool banget selalu santai dan jelas setiap memaparkan pjelasan nya❤"
BWjSXP03aYs,Podcast paling Harom yg pernah gw denger di Konoha <br>It’s Crazily Mindblown buat gw Ustadz felix <br>Keren abis
BWjSXP03aYs,isi podcast nya kereeeen!
BWjSXP03aYs,"Epic moment...<a href=""UCkszU2WH9gy1mb0dV-11UJg/LsMfY8P6G-yckNAPjoWA8AI""></a>"
BWjSXP03aYs,Luar biasa respect sebesar-besarnya untuk 3 manusia ini 3 kepala 3 ide 3 misi yang berbeda tapi masih bisa duduk bersama tanpa menjatuhkan satu sama lain sangat² dewasa 🔥🔥🔥
BWjSXP03aYs,Ini kameranya emang ngeblur ya ?
BWjSXP03aYs,akhirnya 🔥🔥🔥
BWjSXP03aYs,Ustadz felix ada dimana mana di ramadhan ini
BWjSXP03aYs,deyyymmmm ❤️‍🔥
BWjSXP03aYs,"This time, nice Play.. GG"
BWjSXP03aYs,"Ustadz Felix dan Cak Nun, 2 orang yang saya respect karena jadi bisa berpikir kemana mana dengan akar islam... Btw, kapan2 Mas Sabrang jadi tamunya MALAKA dong"
BWjSXP03aYs,"bagaimana berfikir sampai ke level iman? krn iman akan meruntuhkan kesukaan-kesukaan lain.... harta benda, anak, istri, orang tua, sawah ladang.... bagamn meruntuhkan proses berfikir terkait itu sehingga iman itu bisa menjadi diatas nya"
BWjSXP03aYs,Grogi ga coki?
BWjSXP03aYs,"oke, skrg pecahkan mitos terbaru, prtemukan lagi the protector dgn dzulumat..."
BWjSXP03aYs,Akhirnya ketemu juga nih orang ku tunggu dari 2020
BWjSXP03aYs,"Ustaz felix sama coki udah, tretan muslim sama boris kapan?"
BWjSXP03aYs,Deep. Sht!
BWjSXP03aYs,tar gantian UFS yang ajak podcast <br>soal stoikisme bang ferry irwandi <br>dan ajak podcast bang coki pardede soal agnostik
BWjSXP03aYs,Seruuu!!😂
BWjSXP03aYs,Waow di luar dugaan😂
BWjSXP03aYs,Orang orang di YukNgaji (YN TV) juga punya kapasitas sekaliber Ust Felix
BWjSXP03aYs,WHAT A PODCAST !!
BWjSXP03aYs,Unexpected!!!!
BWjSXP03aYs,Cerminan toleransi tingkat tinggi
BWjSXP03aYs,Seru sekali obrolannyan😊<br>Ayok bikin versi offlinenya setelah Ramadhan 🎉
BWjSXP03aYs,Gua ke sini karna ada ustadz felix
BWjSXP03aYs,Semoga bang coki bisa mendapatkan hidayah😊 aamiin.
BWjSXP03aYs,"Pancasila yes demokrasi, fikir2 dulu yaa..."
BWjSXP03aYs,"Ust felix kereeeen, kenyataan ini memperjelas radikalnya itu ada dimanaaa : ramah terdidik dan berakal"
BWjSXP03aYs,Berat banget bebannya ustadz. Harus ada bnyak org ky ustadz felix
BWjSXP03aYs,"Coba lah cari tau organisasi HT felix, markasnya di inggris isi ajaran fatwa imamnya adalah boleh Meremas bahka nyusu kepada lawan jenis Bahkan istri orang lain dengan syahwat tanpa syhawat Asal sama sama mau, Dan juga Aqidahnya sesat dimana HT MENGANUt mukhtazilah dimana rabbi tidak punya keuasa terhadap hamba"
BWjSXP03aYs,Mukjizat coki = ustadz felix Siauw 😂😂❤
BWjSXP03aYs,Ini baru keren.... host sama nara sumber seimbang...
BWjSXP03aYs,bangkeee bagian akhirnya wkwkwkw<br>coki jangkrikk
BWjSXP03aYs,"Nggak nyangka coki cukup buas di podcast ini. Tapi bagus sih, agar terjadi pencerahan."
BWjSXP03aYs,Satu stengah jam berasa baru 15 menit... tolong undang lagi ustadz felix ke malaka lagi dong...  ditunggu yg part 2 nya...
BWjSXP03aYs,"Kalo ada penghargaan podcaster ramadhan terbaik, gua voting UFS. Dan baru kali ini mau coment. Mungkin juga karena topik dan lawan diskusinya juga jadi keliatan makin menarik sih."
BWjSXP03aYs,"Coky, ini aq serius klo km pke baju koko atau gamis, trus foto sama habib rizieq , km kaya bapa dan anak loh. Serius. Dah 1th aq pengen ngomen gini tp aq tahan, tp sekarang dah ga kuat nahan."
BWjSXP03aYs,Keren banget! Podcast terkece di bulan Ramadhan.
BWjSXP03aYs,"Ustadz man of the match  ramadhan tahun ini ustadz felix Siauw, ada dimana2 😅"
BWjSXP03aYs,gokil
BWjSXP03aYs,Nyimak org org idealis ngobrol
BWjSXP03aYs,Issss ...Coki gga baik loh singguhg2 Dian Sastro
BWjSXP03aYs,Ape niiihhh??!! <br>Dreams come true ❤❤
BWjSXP03aYs,"Menit <a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=1705"">28:25</a>, coki nanya, negara mana yg menerapkan syariat Islam tapi yg tidak islam bisa senang nyaman berada dinegara tsb... Jawab ust felix, utk saat ini tidak ada.. Benarkah? Apakah ada saat ini negara yg menerapkan 100℅ syariat Islam  ? Entahlah, mungkin brunei darussalam, atau arab saudi? Yg ada sekatang adalah negara yg mayoritas masyarakatnya muslim, dimana pemimpin mereka kebanyakan sekuler, liberal, sosialis alias islam KTP..... Tapi, pada dasarnya, secara umum, org yg tidak islam sebenarnya merasa nyaman tinggal di negara yg mayoritas Islam... Coba cek kehidupan non muslim di negara arab saudi, qatar, uni emirat arab, yordania, kuweit, mesir, turki, indonesia, malaysia, brunei darisalam.... Kalo non muslim nggak nyaman di Indonesia, tidka mungkin berdiri ribuan gereja dan rumah ibadah lain....Selama ini kita hanya direcoki dgn berita2 peperangan di negara2 muslim yg berkonflik... Konflik ini tidak lepas dari pihak luar yg ikut mengompori yaitu negara barat...."
BWjSXP03aYs,Wkwkwk lau kira riziq akan seperti itu ? Wkwkwkkw Warung Buka bulan puasa aja di sweeping apa lagi bar2 konser2 seperti diarab
BWjSXP03aYs,Koh felix skrng kelihatan pinter setelah keluar ama hti😂
BWjSXP03aYs,YANG PALING DI TUNGGU-TUNGGU
BWjSXP03aYs,AKHIRNYAAAAAAAAAAAAAAAAAAAAAAAAAA..............................
BWjSXP03aYs,Tolong bang coki posisi duduknya diperbaiki dg tidak menunjukan telapak kaki ke org yg berilmu 🙏🏻
BWjSXP03aYs,Mencoba fleksibel di studio misioner 😂
BWjSXP03aYs,Ust.Felix ustad of the years  😊😊😊😊😊
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=432"">7:12</a> Kelompok Kriminal Bersenjata"
BWjSXP03aYs,kalian yg debat saya yang berat.<br>podcast yang membuat berpikir keras
BWjSXP03aYs,"asik banget, agak patah2 tapi cepet mencair<br><br>apakah ini implementasi &quot;musuh dari musuhku adalah kawanku&quot;??? 😅😅😅"
BWjSXP03aYs,serius ini episode terbaik anjay paman coki bertemu dengan ust felix. ini yang gw tunggu dan sekarang paham berbeda itu tidak harus sama dan perbedaan itu wajar tinggal bertarung aja ide mana yang lebih baik.
BWjSXP03aYs,Apa ada warung buka sewaktu bulan puasa disweeping? 😂🤣
BWjSXP03aYs,"Apa-apa’an video ini, saya sampai nonton dua kali video ini"
BWjSXP03aYs,Undang pak mardigu!!!!
BWjSXP03aYs,Wow ini perbincangan yang berisi dengan perspektif yang komprehensif. Menggugat demokrasi yang selama ini menjadi panglima.
BWjSXP03aYs,wow.........
BWjSXP03aYs,Ust. Felix yang kini sangat terbuka dan menurut gw dengan kecerdasannya dia memang harus lebih banyak di dengar oleh orang2 yg bahkan mungkin bersebrangan...<br><br>Sangat suka dengan semua pemaparan beliau...
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=73"">1:13</a> : 54 ...si choky,😂"
BWjSXP03aYs,Yang takut sama syariat islam kebanyakan orang islam itu sendiri😅 bukan sih ?!
BWjSXP03aYs,"Yang takut itu maling, koruptor, pezina"
BWjSXP03aYs,Budaya korupsi itu radikal banget di sini bawah sampe atas gila!!!!! 😅😅😅😅
BWjSXP03aYs,terbuka bngt
BWjSXP03aYs,Kesini karena ada ustadz Felix Siauw 😂
BWjSXP03aYs,Ditunggu mengundang rae Lil black dong yg baru mualaf
BWjSXP03aYs,Upgrade tempat dong bang wkwkwkwk
BWjSXP03aYs,Ini keren ❤
BWjSXP03aYs,Kayak sedang nonton ujian disertasi
BWjSXP03aYs,AWKOAWKOAWOKAWKO
BWjSXP03aYs,Hdeehhh cokiiiii akwokwoak
BWjSXP03aYs,Kita semua sama. Punya ideal.
BWjSXP03aYs,"untuk belajar buka: TANPA RAGI, EDIS TV, SAM SHAMOUN"
BWjSXP03aYs,Coki 1 : -10 abu janda
BWjSXP03aYs,"saya suka podcast ini, apalagi di tengah kualitas pemimpin dan masyarakat yg terancam semakin memburuk"
BWjSXP03aYs,Potces ini cara berpikir islam. Rasanya perlu juga mengali nara sumber non islam karna rasanya bang coki tidak mewakili cara berpikir non muslim. Ini tidak mewakili cara berpikir dari agama dan non agama
BWjSXP03aYs,Di mana pun cenel nya..kalo ada Ustadz Felik sangat seru..materi pembahasan nya sangat mudah di pahami..
BWjSXP03aYs,"Di Islam ada cheek &amp; balance by &quot;Majelis Umat&quot; yang ga dimiliki sistem manapun. Ranah pengadilan Islam pun jelas ada mahkamah Madzalim dan umum aja. Keren banget deh pokoknya kalo didalami, karna ini sistem/ideologinya bersumber dari wahyu bukan nafsu ❤"
BWjSXP03aYs,J
BWjSXP03aYs,"Mantap, daging semua full radikksss"
BWjSXP03aYs,Wah g ku skipp full
BWjSXP03aYs,udah lama kali aku mau ust. felix ketemu sama choki.
BWjSXP03aYs,Dari Escape lanjut ke sini😁
BWjSXP03aYs,Kalau di jaman 1945 - 1455 yg terkenal dan ikonik slogannya adalah <b>Merdeka Atau Mati</b> bang irwan...bukan NKRI Harga Mati...itu   diksi yh dibuat rezim dan kelompok2 yg meras paling Pancasila dinegeri ini..padahal anggot2 nya  banyak yg korup
BWjSXP03aYs,Paling dua tahun lagi coki udah pakai peci
BWjSXP03aYs,Dgn penjelasan ini makin yakin saya jadi agnostik... Makasih malaka
BWjSXP03aYs,"cara kita mengenal tuhan hanya bisa lewat agama bro, suka ga suka, karena panca idra kita terbatas. semangat dalam proses pencarian ya bro"
BWjSXP03aYs,"@BagongSupangatembelajar  ga bro.. Justru stlh bel ajar ni itu yg paling baik dgn agnostik. Ga trrgantung sama manusia ga ada kepentingan. Liat org ini, dia jg ada kepentingan politik kan. Apalagi secara ekonomi dia jg tergantung sama agama. Dan di agama lu jg dibilang jgn percaya sama manusia kan? Lalu ini? <br>Lagipula org bertuhan itu pakai caranya masing2. Gw ga mau niat gw bertuhan terganggu dgn kubu2 an. Yg akhirnya malaha kaya ormas atau MLM. Bukan menjadi pribadi yg lbh baik malah sibuk rekrut kaki2 nya 😅😅<br>Kalau kamu dgn berkubu2 begitu merasa bisa menemukan tuhan ya silahkan. Cara org beda2 kan kamu jg bisa memaksakan org sama spt kamu semua."
BWjSXP03aYs,"Wikiwjwk agnostik nya lo juga karena orang, wkkwkw lau kira sekelas stephen hawking?steven arhenius? Wkwkkw apa pemenang nobel?😂"
BWjSXP03aYs,"anjirlah ini pembahasan berat bngt, ampe gua ulng 7x cuma buat pahamin isiny"
BWjSXP03aYs,"Jujur lebih penasaran sama obrolan mereka dibelakang kamera, gak mungkin gak ketemu lagi, dan cuman di podcast ini datang, jumpa, podcast terus pergi, gak mungkin banget, wkwkwk <br>Ga sabar konten berikutnya mereka berdua"
BWjSXP03aYs,"Dimana ada Ustadz Felix, disitu saya langsung klik"
BWjSXP03aYs,"Gw kesini karena Ustadz Felix, walaupun hrs dinodai si choki belagu"
BWjSXP03aYs,❤
BWjSXP03aYs,Baru liat podcast bang coky banyak diemnya😂😂<br>Semoga masuk ya bang coky...
BWjSXP03aYs,"what an epic podcast<br>suka banget sama humble nya ust felix, ga ada tedeng aling2 sama orang/entitas yang sejauh ini dianggap banyak orang dalam tanda kutip.<br>ISLAM IS ME by ust Felix terjawab dari beliau nongol di genre podcast manapun. How Beautifull Islam Trully is 🥰"
BWjSXP03aYs,"Kemanapun ust felix, aku bakal nonton full tanpa skip iklan 🙂‍↔️"
BWjSXP03aYs,"<a href=""https://www.youtube.com/watch?v=BWjSXP03aYs&amp;t=4434"">1:13:54</a> langsung to the point coki agenda HTI terselebung 😅"
BWjSXP03aYs,Benar² bersejarah wkwkwk
BWjSXP03aYs,Benar² beesejarah wkwkwkwk😂
BWjSXP03aYs,Siapa sangka
BWjSXP03aYs,"pertemuan ter epik abad ini antara mr c yang seorang marbot kuil hades dan sepupu richard dawkins , dan juga  felix siauw yang seorang ustadz dan juga musuh ideologi pemerintah kumogakure."
